prolificid,timestart,duration,flag,badsig,recaptcha,age,shouldconcern,progressivity,progressivity_timing,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,proposal,proposal_group,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback
677aaf4689e9ee96a513e479,7/26/25 8:05,714,,,1,28,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Reject slightly,poor,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Above average,Below average,Above average,Far below average,Yes,"No, just myself",30000,34000,Not very certain,40000,25000,,,,,,38000,Will have children,38000,Will not have children,30000,$41-$50,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,2,1,3,5,4,Agree somewhat,Probably not,Neutral,Very worried,Unlikely (10-40%),Less than 1 month,The risk is substantial,The risk is low,The risk is substantial,The risk is high,Female,Other,Separated ,3,3,White or European American,,Yes,Yes,Pennsylvania,15963,Suburban,Pennsylvania,Johnstown ,Suburban,Not a student,Some college,High school degree / GED,2-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,I did not vote,Donald Trump,Unbiased,
5beb8419aec9ef0001e9d5fb,7/26/25 8:06,388,,,1,29,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support strongly,middle,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Unsure / Not applicable,Unsure / Not applicable,Above average,Average,Yes,"Yes, more than one person",90000,0,Not very certain,130000,0,,400000,Not very certain,500000,100000,180000,Will not have children,180000,Will not have children,350000,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree strongly,1,2,4,5,3,Disagree strongly,Probably not,Very stable,Very worried,Almost no chance (0-10%),More than 6 months,The risk is high,No risk,No risk,No risk,Female,Single,,0,0,Asian or Asian American,,Yes,No,New York,11101,Urban,Washington,shoreline,Suburban,Not a student,4-year college degree,4-year college degree,"Research doctorate (e.g., PhD, DSc)","Research doctorate (e.g., PhD, DSc)",Full-time employee,Liberal,Liberal,I did not vote,I did not vote,Unbiased,
6763ad169c28727881cabe7f,7/26/25 8:06,1142,,,.89999998,20,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution slightly less than in the past,,,,Taxes affect me more now,,Support slightly,middle,Disagree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Indifferent,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,Unsure,Unsure,Above average,Above average,Average,Average,"No, someone else also earns income","Yes, more than one person",55000,80000,Somewhat certain,65000,50000,145000,169000,Somewhat certain,200000,187000,150000,Will have children,150000,Will have children,170000,$51-$60,$31-$40,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,5,4,2,Neutral,Probably,Very stable,Somewhat worried,Even chance (40-60%),More than 6 months,The risk is high,The risk is high,The risk is substantial,The risk is substantial,Female,Single,,0,3,Black or African American,,Yes,Yes,Idaho,83646,Suburban,Idaho,Meridian,Suburban,Not a student,4-year college degree,"Research doctorate (e.g., PhD, DSc)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Full-time employee,Conservative,Conservative,Donald Trump,I did not vote,Unbiased,No additional feedback
65cb85d302a6376d3426b7a0,7/26/25 8:07,670,,,.80000001,25,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution much more than in the past,,I think the policy is more fair now,,,,Support moderately,both,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree strongly,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Even chance (40-60%),Even chance (40-60%),Unsure,It has not paid off much,It will not pay off much,It will not pay off much,Average,Above average,Average,Above average,Yes,"Yes, more than one person",100000,140000,Somewhat certain,175000,125000,,250000,Not very certain,250000,125000,50000,Will have children,90000,Will have children,100000,$21-$30,$41-$50,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Indifferent,2,4,3,5,1,Disagree somewhat,Maybe,Somewhat stable,Somewhat worried,Likely (60-90%),More than 6 months,The risk is low,The risk is substantial,The risk is substantial,I have already owned or currently own a home,Female,Single,,0,Unsure,Asian or Asian American,,Yes,No,Oregon,97006,Suburban,Florida,Miami,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,4-year college degree,Full-time employee,Liberal,Conservative,Kamala Harris,Joe Biden,Left-wing biased,
60fda89974295b41057b6778,7/26/25 8:07,400,,,1,28,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,Other:,I grew up and learned more,,,Support strongly,poor,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Unsure / Not applicable,Below average,Below average,Average,"No, someone else also earns income","Yes, more than one person",2000,8000,Not very certain,10000,2000,67000,80000,Not very certain,100000,67000,100000,Will not have children,100000,Will not have children,100000,$11-$20,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,2,4,5,3,Agree strongly,Maybe,Neutral,Not very worried,Almost no chance (0-10%),More than 6 months,No risk,The risk is low,I already live without health insurance,I have already owned or currently own a home,Non-binary / third gender,Married,,0,0,White or European American,,Yes,Yes,Ohio,45102,Suburban,Ohio,Cincinnati,Suburban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,High school degree / GED,"Not in the labor force (for example: retired, or full-time parent)",Liberal,Conservative,I did not vote,I did not vote,Unbiased,
6752af6587d7c4cd24648568,7/26/25 8:07,533,,,.80000001,29,The government should not concern itself with this.,Somewhat less progressive,early,No change,,,,,,Reject slightly,middle,Agree strongly,Agree somewhat,Agree somewhat,Indifferent,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has not paid off much,It will pay off a lot,It will pay off somewhat,Below average,Below average,Below average,Average,"No, someone else also earns income","Yes, more than one person",55000,150000,Very certain,250000,175000,250000,400000,Not very certain,325000,300000,80000,Will have children,95000,Will have children,125000,$21-$30,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,3,2,1,5,4,Agree strongly,Probably,Somewhat unstable,Somewhat worried,Unlikely (10-40%),1–3 months,The risk is low,The risk is substantial,The risk is high,The risk is substantial,Male,Married,,1,3,"Asian or Asian American,Hispanic or Latino",,Yes,No,California,94619,Urban,California,Oakland,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,High school degree / GED,Full-time employee,Conservative,Moderate,Donald Trump,Joe Biden,Right-wing biased,
67f10aa249d8518755800580,7/26/25 8:07,1837,,,.89999998,24,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much less than in the past,,,,Taxes affect me more now,,Support moderately,middle,Disagree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Disagree somewhat,Neutral,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",50000,80000,Somewhat certain,120000,40000,130000,160000,Somewhat certain,120000,150000,180000,Will have children,140000,Will have children,170000,$91-$100,$91-$100,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,3,4,1,2,5,Neutral,Probably,Somewhat stable,Not very worried,Almost certain (90-100%),1–3 months,The risk is low,The risk is low,The risk is low,No risk,Male,Married,,0,2,Black or African American,,Yes,Yes,Virginia,23607,Suburban,Virginia,virginia,Suburban,"Research doctoral program (e.g., PhD, DSc)","Research doctorate (e.g., PhD, DSc)","Professional doctorate (e.g., JD, MD)","Research doctorate (e.g., PhD, DSc)","Research doctorate (e.g., PhD, DSc)",Full-time employee,Liberal,Liberal,Donald Trump,Donald Trump,Unbiased,
6792a60bf1238ae52e645ecb,7/26/25 8:07,1929,,,1,26,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support slightly,middle,Disagree somewhat,Agree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Disagree somewhat,Even chance (40-60%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",45000,120000,Very certain,150000,80000,100000,180000,Somewhat certain,250000,150000,100000,Will have children,75000,Will have children,75000,$51-$60,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,1,5,2,4,3,Agree somewhat,Probably,Very stable,Somewhat worried,Even chance (40-60%),1–3 months,The risk is high,The risk is low,The risk is low,The risk is low,Female,Single,,0,3,White or European American,,Yes,Yes,Virginia,20103,Suburban,Virginia,ashburn,Suburban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Part-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,
67d45e875ebaf958aa085064,7/26/25 8:08,1950,,,.89999998,22,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support slightly,middle,Disagree somewhat,Disagree strongly,Agree somewhat,Agree strongly,Disagree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Even chance (40-60%),Likely (60-80%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Average,Average,Yes,"Yes, more than one person",50000,80000,Not very certain,150000,100000,,100000,Not very certain,180000,120000,150000,Will have children,150000,Will have children,200000,$71-$80,$21-$30,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,4,3,5,2,Agree somewhat,Probably,Somewhat stable,Not very worried,Even chance (40-60%),1–3 months,The risk is low,The risk is low,No risk,The risk is low,Male,Married,,2,2,White or European American,,Yes,No,Alabama,35020,Suburban,Alabama,Montgomery,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,Some college,Full-time employee,Conservative,Conservative,Kamala Harris,Joe Biden,Unbiased,N/A
6236fe0ee063333a3e1ba72a,7/26/25 8:08,889,1,1,1,26,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution much more than in the past,,I think the policy is better for the economy now,,,,Reject moderately,poor,Disagree strongly,Neutral,Agree somewhat,Indifferent,Unsure,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Likely (60-80%),Even chance (40-60%),Much easier now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",20000,30000,Not very certain,4,2,20000,30000,Somewhat certain,4,3,30000,Will not have children,35000,Will not have children,35000,$11-$20,$21-$30,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,4,3,1,5,Agree somewhat,Probably,Somewhat stable,Not very worried,Likely (60-90%),1–3 months,The risk is substantial,The risk is substantial,The risk is substantial,The risk is substantial,Female,Single,,0,2,Black or African American,,Yes,Yes,Georgia,30043,Suburban,Mississippi,Jackson,Urban,4-year college,Some college,4-year college degree,Some college,High school degree / GED,Part-time employee,Liberal,Liberal,Donald Trump,Donald Trump,Left-wing biased,
664d05ba68d4a45f6ba118a5,7/26/25 8:08,1095,,,1,21,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support slightly,middle,Disagree strongly,Disagree strongly,Agree somewhat,Unsure,Disagree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Unsure,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Below average,Far below average,Below average,Average,Yes,"Yes, more than one person",45000,70000,Somewhat certain,75000,60000,,70000,Somewhat certain,75000,60000,65000,Will have children,90000,Will have children,90000,$41-$50,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,5,3,1,4,Agree strongly,Definitely not,Somewhat unstable,Somewhat worried,Likely (60-90%),1–3 months,No risk,The risk is low,No risk,The risk is high,Female,Single,,0,3,"Hispanic or Latino,White or European American",,Yes,Yes,Wisconsin,53228,Urban,Wisconsin,Milwaukee ,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,4-year college degree,Full-time employee,Moderate,Liberal,Donald Trump,I did not vote,Unbiased,
668a08bcc623b9b9500b85c8,7/26/25 8:08,1323,,,.89999998,23,The government should not concern itself with this.,No change,late,No change,,,,,,Reject moderately,both,Disagree strongly,Neutral,Agree strongly,Agree strongly,Indifferent,Agree somewhat,Indifferent,Disagree strongly,Neutral,Neutral,Agree strongly,Likely (60-80%),Likely (60-80%),Much harder now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far above average,Far above average,Far above average,Far above average,Yes,"No, just myself",350000,5000000,Very certain,5000000,1000000,,,,,,350000,Will have children,1000000,Will not have children,1000000,$91-$100,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Disagree strongly,2,5,1,3,4,Disagree strongly,Definitely / I have already started a business,Very stable,Not worried at all,Almost certain (90-100%),More than 6 months,No risk,No risk,No risk,I have already owned or currently own a home,Female,Single,,0,2,Black or African American,,Yes,Yes,Texas,77033,Urban,Texas,Houston,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Left-wing biased,
671d68f0cf75beaa737fe99a,7/26/25 8:09,969,1,1,1,24,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Support slightly,both,Agree somewhat,Disagree strongly,Agree strongly,Agree strongly,Unsure,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Disagree somewhat,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has not paid off much,It will pay off a lot,It will not pay off much,Below average,Far below average,Below average,Below average,Yes,"Yes, more than one person",1000,3000,Not very certain,50000,1000,,200000,Somewhat certain,40000,2000,20000,Will not have children,10000,Will not have children,20000,$41-$50,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today",Indifferent,Agree somewhat,2,3,5,1,4,Agree somewhat,Definitely / I have already started a business,Somewhat unstable,Somewhat worried,Even chance (40-60%),Less than 1 month,The risk is substantial,No risk,I already live without health insurance,The risk is high,Female,Single,,0,0,Hispanic or Latino,,Yes,Yes,Arizona,85143,Suburban,Michigan,Muskegon,Suburban,High school,High school degree / GED,High school degree / GED,Some college,High school degree / GED,Self-employed or small business owner,Moderate,Moderate,Other,Other,Left-wing biased,
6785438ea7bda2a64a129770,7/26/25 8:09,603,1,1,.80000001,21,The government should not concern itself with this.,No change,early,No change,,,,,,Support slightly,middle,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Indifferent,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Unlikely (20-40%),Even chance (40-60%),Much easier now,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Average,Average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",20000,60000,Somewhat certain,70000,40000,20000,120000,Somewhat certain,100000,150000,120000,Will have children,150000,Will have children,150000,$11-$20,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,4,3,2,5,1,Agree somewhat,Probably not,Somewhat stable,Not very worried,Even chance (40-60%),1–3 months,No risk,No risk,No risk,No risk,Female,Single,,0,3,White or European American,,Yes,Yes,Virginia,23692,Suburban,Virginia,Yorktown ,Suburban,"Master's program (e.g., MA, MS, MBA)",4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",2-year college degree,Student,Conservative,Conservative,Donald Trump,I did not vote,Unbiased,
67d5f8a62c137f9a17873486,7/26/25 8:09,893,,,1,22,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution slightly less than in the past,,,,I think the policy is worse for the economy now,,Support slightly,poor,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Almost no chance (0-20%),Even chance (40-60%),Somewhat harder now,It has not paid off much,It will pay off a lot,It will pay off a lot,Average,Below average,Above average,Average,"No, someone else also earns income","Yes, more than one person",55000,100000,Very certain,150000,90000,100000,190000,Very certain,250000,200000,150000,Will have children,170000,Will have children,200000,$31-$40,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Indifferent,1,5,3,4,2,Agree somewhat,Maybe,Neutral,Somewhat worried,Likely (60-90%),1–3 months,The risk is substantial,The risk is substantial,The risk is low,The risk is low,Female,Single,,1,3,Black or African American,,Yes,Yes,Tennessee,38301,Suburban,Minnesota,Jackson,Suburban,Not a student,4-year college degree,"Research doctorate (e.g., PhD, DSc)",High school degree / GED,High school degree / GED,Full-time employee,Liberal,Liberal,Donald Trump,I did not vote,Left-wing biased,
5c663cd56fdc87000162e255,7/26/25 8:10,1489,,,1,27,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution slightly more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Reject moderately,middle,Disagree strongly,Disagree strongly,Agree strongly,Unsure,Disagree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Average,Below average,Above average,Far below average,"No, someone else also earns income","No, just myself",30000,60000,Not very certain,140000,40000,65000,,,,,100000,Will not have children,120000,Will not have children,150000,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree somewhat,1,3,2,5,4,Disagree somewhat,Probably not,Somewhat stable,Somewhat worried,Likely (60-90%),1–3 months,The risk is substantial,The risk is low,The risk is substantial,The risk is substantial,Male,Single,,0,0,White or European American,,Yes,Yes,Pennsylvania,15317,Suburban,Pennsylvania,Canonsburg,Suburban,Not a student,Some college,Some college,High school degree / GED,High school degree / GED,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,Ideally I would have children but cannot afford them. I would include a question about how many children a person would ideally have. The survey length is appropriate. Thank you!
66ace12c42d9a67100360274,7/26/25 8:10,799,,,1,22,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Support moderately,both,Disagree somewhat,Disagree somewhat,Agree somewhat,Indifferent,Disagree somewhat,Agree somewhat,Indifferent,Disagree somewhat,Disagree somewhat,Disagree strongly,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Below average,Below average,Average,Far above average,"No, someone else also earns income","Yes, more than one person",100000,500000,Not very certain,1000000,300000,180000,1000000,Not very certain,1500000,500000,100000,Will have children,200000,Will have children,250000,$0-$10,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree strongly,1,4,2,5,3,Disagree strongly,Maybe,Very stable,Not worried at all,Even chance (40-60%),More than 6 months,The risk is low,The risk is low,The risk is low,The risk is low,Male,Single,,0,2,Asian or Asian American,,Yes,No,New York,10011,Urban,Connecticut,Old Saybrook,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,High school degree / GED,Full-time employee,Moderate,Liberal,Kamala Harris,I did not vote,Unbiased,
62b5e02f3112243a7d47153c,7/26/25 8:11,625,,,.80000001,21,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support strongly,poor,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Unsure,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Neutral,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Unsure / Not applicable,Below average,Below average,Unsure,"No, someone else also earns income","Yes, more than one person",10000,60000,Not very certain,80000,40000,55000,90000,Not very certain,110000,65000,60000,Will not have children,65000,Will not have children,65000,$21-$30,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,3,5,4,Agree somewhat,Maybe,Neutral,Somewhat worried,Unlikely (10-40%),More than 6 months,The risk is substantial,The risk is low,The risk is substantial,The risk is high,Male,Single,,0,0,Hispanic or Latino,,Yes,No,Texas,77020,Suburban,Texas,Houston,Suburban,4-year college,Some college,4-year college degree,High school degree / GED,Eighth grade or less,Part-time employee,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,"Thank you for your time, this was a great survey!"
667275e92f117a03aa5ada99,7/26/25 8:11,2152,,,.80000001,21,The government should not concern itself with this.,Somewhat more progressive,early,No change,,,,,,Support slightly,middle,Agree somewhat,Disagree somewhat,Agree somewhat,Indifferent,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Likely (60-80%),Likely (60-80%),Much harder now,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Average,Average,Below average,Average,"No, someone else also earns income","Yes, more than one person",10000,60000,Very certain,70000,50000,60000,80000,Somewhat certain,80000,50000,20000,Will have children,80000,Will have children,80000,$0-$10,$11-$20,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,1,2,5,4,3,Agree somewhat,Maybe,Somewhat unstable,Somewhat worried,Even chance (40-60%),Less than 1 month,No risk,The risk is low,The risk is substantial,The risk is substantial,Female,Cohabitating,,0,2,"Hispanic or Latino,White or European American",,Yes,Yes,Texas,76116,Suburban,Texas,fort worth,Suburban,Not a student,Some college,4-year college degree,4-year college degree,High school degree / GED,Full-time employee,Moderate,Moderate,Other,I did not vote,Unbiased,
672d053f3563ff089759a66f,7/26/25 8:11,3006,,,.89999998,27,The government should not concern itself with this.,Much less progressive (everyone should be taxed at about the same rate),late,I now support redistribution much less than in the past,,,,Taxes affect me more now,,Reject strongly,poor,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Even chance (40-60%),Almost guaranteed (80-100%),Much easier now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Far below average,Far below average,Above average,Below average,"No, someone else also earns income","Yes, more than one person",36000,100000,Very certain,300000,60000,96000,100000,Very certain,1000000,300000,30000,Will not have children,40000,Will have children,100000,$21-$30,$31-$40,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,5,3,4,2,1,Agree strongly,Definitely / I have already started a business,Somewhat stable,Not very worried,Likely (60-90%),1–3 months,The risk is low,No risk,I already live without health insurance,The risk is low,Male,Single,,0,Unsure,"American Indian or Alaska Native,Hispanic or Latino,White or European American",,Yes,Yes,Texas,78223,Urban,Texas,San Antonio,Urban,Not a student,4-year college degree,"Research doctorate (e.g., PhD, DSc)",2-year college degree,Some college,Self-employed or small business owner,Conservative,Conservative,Donald Trump,Donald Trump,Left-wing biased,
6699469d177ba339d6c4648b,7/26/25 8:11,842,,,1,27,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution much more than in the past,,"Taxes affect me less now,I think the policy is better for the economy now,I think the policy is more fair now",,,,Support moderately,both,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Agree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Below average,Below average,Below average,Below average,"No, someone else also earns income","Yes, more than one person",10000,50000,Not very certain,50000,30000,30000,60000,Not very certain,80000,50000,50000,Will not have children,60000,Will not have children,60000,$0-$10,$51-$60,Indifferent,Indifferent,"$2,000 in 1 year","$1,000 today","$1,000 today",Indifferent,Indifferent,1,3,2,5,4,Neutral,Definitely not,Somewhat unstable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is substantial,The risk is high,I already live without health insurance,The risk is high,Male,Single,,0,Unsure,Asian or Asian American,,Yes,No,Florida,33781,Suburban,Florida,Tampa,Urban,4-year college,2-year college degree,4-year college degree,2-year college degree,2-year college degree,Student,Conservative,Conservative,I did not vote,I did not vote,Unbiased,"Everything was fine, I had no issues with questions or the length of the study. I felt the study wasn't really biased because the things asked, like universal healthcare and taxing the wealthy should be the norm, not skewed to any political bias."
